reviews,stars,dates
"  A premissa desse tipo aparelho deveria ser ""plug'n play"". Mas, infelizmente, não foi assim com o equipamento, o que me faz afinar: leigos em informática terão extrema dificuldade para instalar e configurar o produto.Primeira desvantagem: o fato do stick ser introduzido numa porta HDMI, mas ter que depender de uma fonte 9V, que o alimenta via porta mini-USB. Poderia ser retroalimentado, ligando-se a portas USB que a maioria das televisões possuem, livrando a estante/rack de mais um fio exposto.Segunda dificuldade: espelhamento de smartphone no Stick. Até agora, não consegui fazer isso, de forma simples e sem ter que recorrer a um app pago.Terceira dificuldade: percebi que o Stick começa a FALHAR COM OUTROS APPS (YouTube, Netflix) após certo tempo de uso (começa a ter problema de buffering, tornando impossível o uso de streaming), MAS NÃO AFETA O DESEMPENHO DO PRIME VÍDEO OU AMAZON MUSIC. Discriminação de tráfego de dados? Privilegiando apps próprios? Seja o que for, não gostei!Quarto ponto fraco: apesar de ser excelente o OS do Stick se ""sobrepor"" ao OS Nativo da TV, o controle remoto não permite alternar o uso/acesso de outras funções nativas (como trocar de canais abertos; configuração de tela e áudio). PS: não venham dizer que não dá, porque se o Fire Stick controla o volume da minha TV (e pela tela, da pra ver que é o OS original da televisão), ele poderia fazer todo o resto também!",3,2021-12-25
"  Mesmo mantendo atualizado, ao usar aplicativos como Disney e Netflix, a tela congela e só volta a aparecer quando desligado o aparelho. Tornou impossível o uso de ambos Disney e Netflix. Estou seriamente cogitando reembolso se o problema persistir. Não recomendo para ninguém caso este problema persista. E sim, tentei fazer as operações que o suporte sugere, tais quais reiniciar, reinstalar aplicativos, verificar atualizações e até mesmo resetar o aparelho.",1,2021-09-20
"  Chegou em menos de 2 dias, bem embalado sem danos, eu usava Mi Stick, ela esquenta muito, coisa que essa nova Firetv nova não faz,ontem judiei dela, usei por mais de 9 horas, o efeito de transição é fluído e rápido,o kit dela é bem completo, minha TV da Philco tem uma entrega bem apertada, então o extensor que vem na fire ajuda bastante.Eu só não dou 5 estrelas pq o controle não tem compatibilidade com botões de volume e mute da minha TV.O aparelho não tem controle próprio de volume, sendo assim o som está no Max,percebe uma pequena distorção devido ao alto volume.",4,2021-05-15
"  Só tenho elogios para o Fire Tv Stick com controle remoto da Amazon.Já tenho experiência gratificantes há anos com a Apple TV, pois não me adaptei  a TVs  Smart.Quando vi o lançamento do Stick da Amazon com controle remoto, quis conhecer para usar em outra Tv.  AMEI o formato de pendrive que já é plugado diretamente numa entrada HMDI da tv; pela fácil instalação (faz quase tudo sozinho) e pela grande oferta de aplicativos, inclusive meus preferidos como Prime, Netflix, YouTube e muitos outros.A imagem é maravilhosa e as configurações são facilmente encontradas.O controle remoto é tudo de bom: ótimo tamanho e com todas as funções necessárias para o conforte de um relaxamento.Acho que deu pra entender que estou super feliz, mas ainda com outros aplicativos para configurar rsrsrs. Valeu Amazon❣️",5,2021-07-05
"  O desempenho sem dúvidas está muito a frente dos outros. A interface do sistema é muito boa, fluída. Quem tá buscando muitas opções de aplicativos, não recomendo. Em plena era dos serviços de streaming, o FireTV não pega alguns dos principais: HBOmax, GLOBOPLAY, FOX... o que é um absurdo. A integração com a Alexa tem falhas, mesmo pareando o FireTV com um echodot, as vezes não consigo dar os comandos, e ela não liga/desliga a MINHA tv. O aparelho está sempre atualizado, uma vez ou outra chega atualização do sistema. Sinto que o controle é um pouco frágil, não parece ser robusto, a impressão é que na primeira queda ele se quebra, também senti que o controle faz alguns barulhos quando você pega nele, parece que tem alguma parte de plástico folgado na parte da tampa traseira, eu resolvi isso colocando um pedaço de bolsa em cima das pilhas e fechando.Os botões da Disney, Amazon music+video, são totalmente inúteis, eles poderiam ser substituídos pelo Youtube e Spotify pois seria muita mais útil. O botão da TV do lado dos volumes também é totalmente DESNECESSÁRIO já que faz a mesma coisa do botão HOME. No mais, é um bom aparelho, mas não se iluda, um aparelho que não tem o serviço de STREAMING mais usado do pais ( globoplay ) pode não funcionar pra você!",4,2021-07-24
"  Não recomendo. Me disseram em pergunta que eu fiz antes de comprar que era fácil transmitir, mas não é. Ele só transmite com facilidade app Amazon prime, Netflix e YouTube. Globo play e Disney+ não reproduz. Dependendo da situação vc precisa usar outro app para espelhar, como por exemplo Air screen. Ou seja, para meu caso, não serviu. Eu estava com Chrome cast emprestado, e comprei um forte stick pq achei que ia funcionar fácil também, mas me decepcionei. Até trocaria se fosse possível. Aceito sugestões",2,2021-07-17
"  Eu tinha a versão lite e era muito lento mesmo com uma internet de 350 megas, muito lento ao ponto de ser irritante até mesmo pra usar o youtube e comprei este achando que teria uma grande melhora oque na verdade não foi. As vezes o controle desconecta e conecta rápido como podem ver no vídeo.O controle é ótimo, responde rápido os comandos porém com o tempo, a tampa das pilhas fica frágil e saindo atoa, mesmo com todo cuidado do mundo com o tempo a tampa fica saindo sozinha.Mas mesmo assim com todas as funções que ele oferece, ainda vale a pena.Mas poderiam melhorar o desempenho e a qualidade da tampa das pilhas.",4,2021-10-30
"  Quando comprei o lite, já me apaixonei. Mas senti falta de universalizar os controles... E tandam ! Dias depois lançaram essa incrível e melhorada versão. Aí conprei o fire tv stick com controle de tv integrado. É um máximo. Fácil de usar. Eu sou apaixonada por tecnologia. Se existe, pq não usar, não é mesmo.Mas assim como vi o pessoal reclamando que não se dá com o Globo play ele não funciona com o Deezer de jeito nenhum. Primeira vez que instalei o app ele dava dados incorretos de tudo quanto é jeito. Entrei em contato com o suporte da deezer eles pediram pra eu tentar um outro procedimento, fiz.. só que agora quando vou tentar abrir o app no fire tv ele fica carregando pra sempre, e não abre de jeito nenhum. Acredito que não seja um problema do fire stick, pois li muitoa outros app que funcionam perfeitamente só deezer e Globo play que necas de pitibiriba. Recalcados.Resumindo. Eu sou apaixonada pela Alexa, pelos dispositivos da Amazon ... e esse dispositivo só parece que ouviu eu dizer o que precisava de novo e puffs.. criaram. Então acredito que logo os outros problemas se resolvem tbm.By: Nicoli..",5,2021-05-22
"  O Fire TV Stick foi a solução perfeita para minha TV antiga que não é smart, de fato deu uma sobrevida a agora tem um mundo de possibilidades. Nunca imaginei que iria funcionar tão bem, realmente me surpreendi com o dispositivo, o sistema é muito fluido, responsivo e não trava, a Alexa pode fazer inúmeras coisas, desde comandos simples até pesquisas, brincadeiras, entre outros, só pedir que ela irá atender, o controle é pequeno mas vem com todos os botões essenciais. Enfim, estou muito satisfeito com o produto, vale o investimento, sem dúvidas.",5,2021-09-17
"  Já deu erro em uma semana, não consigo usar. Mesmo funcionando, Não conecta HBO Max é globo play. Instalei aplicativos e no mesmo dia clonaram cartão de crédito, algo que nunca havia acontecido. Me arrependi de não ter pego a mais em conta.",1,2021-07-28
"  Comprei o aparaelho por causa que minha smartv é antiga e não conseguia instalar HBO Max, ao ligar o Fire Stick e tentar instalar tive a infelicidade de não encontrar o app na loja e pesquisando na internet descubro que NO BRASIL, não funciona, em outros paises sim, aqui não roda mais, nem mesmo utilizando o ""jeitinho"" brasileiro. Desconsideração com o consumidor.",3,2021-12-24
"  fiquei com receio de comprar e não ser compatível com nenhuma das minhas TVs (Samsung e LG), não tive nenhum problema pluguei segui as etapas e pronto,  não tive dificuldade de instalar os aplicativos que eu queria,  Globoplay, Spotify, Telecine, Netflix, My family Familia, Disney+. O único problema foi que não consegui fazer o volume funcionar no controle remoto.",4,2021-06-20
"  Já tinha o Mi Stick da Xiaomi e o Fire Stick Lite e resolvi comprar esse modelo e achei muito bom pelos novos botões no controle remoto e por ter maior capacidade de processamento. Mas o que mais gostei foi que tenho um Home Theater Samsung e outro Sony ambos com entradas e saída HDMI e usava o Mi Stick e o Fire Tv Stick Lite e o som saía apenas sério, mas com o esse Fire Stick o som sai 5.1 e Prime Vídeo, Netflix, Disney+ , Star+ ficaram um show, resultado, vou vender o Mi Stick e o Fire Stick Lite e pegar o Fire Stick 4K e ver se tem o mesmo recurso caso contrário devolvo e pego outro Fire Stick. Uma boa dica é: procure um Home Theater na Olx com entradas HDMI + 1 Fire Stick Tv + 1 Projetor com entrada HDMI + alguma assinatura de Streaming e vc terá um cinema em sua casa. Meu setup: Fire Stick Tv + Home Theater Samsung HT C5500/ Sony BDV E280 + Projetor Full HD Blitzwolf BW VP10 projetando 115 polegadas, um verdadeiro cinema em casa gastando muito pouco.",5,2021-12-21
"  Esse dispositivo é essencial para quem tem um tv mais antiga onde os sistema próprio(nativo da tv) já não atende mais. Foi o meu caso, uma LG 55'' os apps travão ou demora a responder. O Fire TV é muito fluído responde rápido e é completo, todos os app de streaming da atualidade disponível (com resalva do HBO MAX, né senhora Amazon). A conexão via bluetooth é de alta performace não sentir nenhuma perda na qualidade da imagem ou transmissão.",5,2021-10-02
"  Dispositivo prático e muito útil. Com ele eu concentro os meus principais aplicativos de streaming com qualidade e total integração com alexa. Fácil de instalar, o fire stick tv consegue me entregar tudo o que eu tenho disponível nos catálogos das assinaturas com a capacidade de enviar qualidade dolby atmos ao meu dispositivo de som mesmo não sendo a versão 4K, mas... É, nem tudo são flores. Só não ganhou nota 5 porque não consegue qualidade total de som (o dolby atmos) nas plataformas Disney+ e, pasmem, prime video. O porquê eu não sei. Consegui rodar no ótimo catálogo dolby atmos da netflix e no bom catálogo da HBO max, mas na plataforma da fabricante não. A Disney+ também não disponibiliza nessa versão Full HD a revolucionária tecnologia de imersão.Outra coisa que achei estranha foi a não capacidade completa de alimentação em minha barra de som diretamente. Mesmo a conexão USB própria para isso, o dispositivo pediu uma alimentação na fonte de tomada (tanto na usb da barra de som quanto na entrada do projetor). Resolvi com certa facilidade, mas deixa o dispositivo um pouquinho menos portátil.Fora esses pequenos entraves o dispositivo te entrega qualidade em baixo preço. Adorei a compra e espero que a amazon conserte logo logo em suas próximas atualizações de firmware.",4,2021-08-04
"  Primeiramente é importante destacar que o desempenho do sistema operacional é bem aquém do que eu esperava. Tive essa percepção de avaliações de gerações anteiores feitas por canais de tecnologia no youtube, é perceptível como nessa última versão existem mais travamentos e lentidão. Outro ponto que também merece ser dito é que os botões para abrir os apps diretamente no controle remoto (netflix, prime video disney +  e amazon music) simplesmente não cumprem a sua função, ao pressioná-los, a televisão inexplicavelmente muda a entrada HDMI e direciona para uma porta sem sinal, sendo necessário pegar o controle nativo da televisão pra recolocar na entrada HDMI em que está espetado o Fire stick. Acredito que quando houver atualizações esse problema será corrigido, mas minha função aqui é reclamar mesmo.",4,2021-05-17
